0,0,0,0
-16.1479,25.5779,0,5
-15.8988,25.4979,0,6
-15.8258,30.7988,0,1
-15.797,21.4529,0,6
-15.7943,18.2534,0,3
-15.7752,19.5695,0,14
-15.6681,17.4797,0,20
-15.635,20.1017,0,4
-15.559,13.4553,0,20
-15.5583,15.5026,0,18
-15.5442,16.487,0,24
-15.4452,14.4915,0,29
-15.4024,11.361,0,27
-15.3155,12.5864,0,30
-15.2984,10.5193,0,25
-15.2551,9.4986,0,26
-15.2402,8.45405,0,22
-15.2198,7.54061,0,20
-15.1994,6.50873,0,26
-15.1596,5.62897,0,9
-15.1472,4.49384,0,17
-15.0854,2.60352,0,9
-15.0763,3.42495,0,12
-14.9656,8.89544,0,1
-14.9441,9.2375,0,10
-14.8659,7.43573,0,9
-14.8223,6.01522,0,3
-14.8181,3.59303,0,13
-14.8048,5.73057,0,13
-14.7995,4.26115,0,9
-14.6903,2.34557,0,28
-14.6551,1.85705,0,5
-14.3812,-7.66183,0,29
-14.3112,-10.4936,0,30
-14.2999,-9.56589,0,25
-14.2987,23.3472,0,9
-14.221,-8.48621,0,24
-14.2008,-11.2393,0,12
-14.1743,-14.3729,0,5
-14.1523,-12.8019,0,5
-14.1094,-13.4945,0,5
-14.0936,28.2215,0,6
-14.0046,30.6335,0,1
-14.004,-17.1666,0,1
-13.9295,31.1231,0,1
-13.8746,30.5187,0,18
-13.841,29.4685,0,17
-13.8307,28.5632,0,12
-13.7819,25.6894,0,11
-13.7328,26.4628,0,24
-13.7271,-20.5656,0,33
-13.7097,27.415,0,22
-13.6246,-21.5029,0,20
-13.593,-11.4933,0,36
-13.5799,-12.4987,0,30
-13.5584,-22.5315,0,26
-13.5582,-23.4711,0,30
-13.5383,-19.4074,0,34
-13.5318,-13.4827,0,30
-13.436,-25.5197,0,16
-13.4313,-18.4618,0,47
-13.4041,-16.6002,0,21
-13.3962,-24.4468,0,24
-13.3535,-15.3008,0,15
-13.3194,-14.607,0,21
-13.2767,-17.5007,0,43
-13.2514,0.979164,0,1
-13.154,1.38705,0,15
-13.0843,5.61425,0,9
-13.0548,20.7385,0,1
-13.0454,6.01092,0,2
-12.9444,5.80961,0,10
-12.9004,1.26502,0,7
-12.8432,-13.692,0,16
-12.8295,-14.5708,0,20
-12.8274,20.8452,0,9
-12.7402,-15.5095,0,18
-12.6033,14.5094,0,6
-12.5306,-24.6057,0,2
-12.4953,-32.9173,0,3
-12.3456,-23.3224,0,13
-12.2575,4.07291,0,1
-12.227,8.15758,0,14
-12.1647,-1.19643,0,2
-12.1348,-33.1483,0,3
-12.1245,-25.1745,0,6
-12.1079,-0.40597,0,8
-12.0807,7.68245,0,5
-12.0775,2.69329,0,8
-12.0704,3.48023,0,18
-12.057,-4.64544,0,3
-12.0391,-5.31471,0,1
-11.9177,8.08216,0,2
-11.7128,-0.616143,0,48
-11.6903,3.41043,0,38
-11.685,-1.41087,0,37
-11.6826,2.6095,0,30
-11.648,7.56478,0,41
-11.6392,-11.9127,0,6
-11.6293,-12.2561,0,25
-11.611,6.63831,0,18
-11.5795,-24.8729,0,1
-11.5313,12.0377,0,6
-11.5197,-4.66117,0,30
-11.517,-25.1689,0,23
-11.4999,-23.4136,0,15
-11.4708,-16.3477,0,24
-11.438,10.6583,0,14
-11.434,-5.44372,0,41
-11.3758,11.5704,0,31
-11.2282,-20.9174,0,10
-11.2231,-10.0188,0,1
-11.2158,-8.69948,0,20
-11.2021,14.7393,0,7
-11.1602,-28.1953,0,3
-11.1194,-9.45459,0,8
-11.1127,15.4178,0,8
-11.0841,16.1377,0,4
-11.0797,-21.0787,0,2
-11.0518,-32.9447,0,1
-11.0257,-27.8161,0,2
-10.9551,14.7677,0,4
-10.9538,-20.9769,0,1
-10.9405,-4.63415,0,5
-10.9134,-5.16642,0,1
-10.8657,-21.2629,0,14
-10.8594,15.5483,0,26
-10.8426,16.0629,0,5
-10.8419,-9.57864,0,15
-10.7796,-25.4078,0,25
-10.7788,-26.4791,0,16
-10.7586,-8.67432,0,6
-10.692,-12.7393,0,25
-10.6768,-24.915,0,1
-10.6561,-27.3802,0,22
-10.6495,-30.5852,0,15
-10.6093,-14.0899,0,5
-10.5895,-23.362,0,12
-10.581,-28.5323,0,29
-10.5446,-31.4796,0,26
-10.5251,18.8007,0,13
-10.5149,-29.519,0,23
-10.5115,-33.3051,0,7
-10.5074,-13.561,0,30
-10.4384,-32.4095,0,11
-10.3265,19.4573,0,20
-10.2793,20.0573,0,5
-10.1996,-16.8082,0,14
-10.1394,-17.3459,0,1
-10.1265,22.0367,0,1
-10.123,23.0358,0,1
-9.96804,-16.924,0,4
-9.8949,21.9286,0,1
-9.84275,-17.5129,0,29
-9.83476,22.4294,0,14
-9.79258,-18.1434,0,5
-9.73665,23.21,0,8
-9.62864,-23.3553,0,20
-9.46065,-24.671,0,15
-9.42089,-25.2615,0,13
-9.29713,-20.8867,0,17
-9.27201,-27.5022,0,27
-9.25445,-33.3939,0,9
-9.23094,-26.8106,0,10
-9.23025,-28.5693,0,16
-9.22901,-29.191,0,1
-9.14007,-32.6625,0,12
-9.09715,-22.2506,0,1
-9.07692,-21.4484,0,19
-8.92369,-21.733,0,12
-8.89255,-22.1913,0,8
-8.60831,-32.7761,0,19
-8.46199,-33.295,0,38
-8.43282,-27.4843,0,29
-8.42559,-24.8708,0,22
-8.32417,-28.4808,0,25
-8.19086,-26.6605,0,8
-8.15321,-30.7599,0,5
-8.15046,-31.4623,0,13
-8.11065,-25.4666,0,23
-8.08989,23.3282,0,9
-8.05433,-15.7422,0,1
-8.0206,-16.4586,0,1
-8.01101,-17.2206,0,1
-7.92737,-25.8302,0,10
-7.91555,-26.2768,0,6
-7.83552,-27.4042,0,12
-7.64748,-31.4914,0,37
-7.64512,-28.6277,0,44
-7.55128,-15.8734,0,17
-7.49629,-32.5821,0,25
-7.4895,-16.5467,0,53
-7.48688,-30.5277,0,22
-7.45151,23.6108,0,15
-7.41681,-17.5463,0,46
-7.41294,-33.4496,0,44
-7.34862,-18.2321,0,16
-7.22791,-29.5488,0,28
-7.04329,-34.2813,0,7
-6.95222,-30.4104,0,1
-6.93102,-33.6376,0,15
-6.90721,-34.2902,0,8
-6.78574,-17.4386,0,14
-6.32677,23.4401,0,21
-6.15443,21.4636,0,4
-5.87659,21.5508,0,11
-5.51918,23.7132,0,22
-4.52409,23.6343,0,26
-3.55285,23.6802,0,22
-3.06171,21.3942,0,3
-2.65652,20.9481,0,4
-2.57793,21.3947,0,43
-2.56884,22.0334,0,2
-2.56588,23.674,0,29
-2.42836,24.0241,0,4
-2.20734,7.12552,0,8
-2.18648,6.48368,0,21
-2.14416,5.87803,0,5
-1.86022,5.88823,0,4
-1.81769,6.50485,0,17
-1.79948,7.16808,0,8
-1.48185,24.0301,0,6
-1.43483,23.768,0,29
-1.01954,-30.2463,0,1
-0.605044,-29.8322,0,10
-0.563529,-30.1597,0,15
-0.523937,24.0328,0,11
